,organism,Number of CRISPRs,Total Cas Prots,Total non V-U Prots,Genes present,System type,system subtype,multiple systems,cas1 missing,missing signature prot,missing RSAs,Taxonomic ID Genus,TaxonID,Taxonomic ID Kingdom,Taxonomic ID Phylum,Taxonomic ID Class,Taxonomic ID Order,Taxonomic ID Family,name
2144,NC_017435,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
2145,NC_017021,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
2146,NC_008061,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
2147,NC_021508,0.0,0.0,0.0,,,,,,,no repeats,Treponema,157.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NC_002967
2148,NC_017150,0.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
2149,NC_004917,0.0,0.0,0.0,,,,,,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
2150,NC_007506,0.0,0.0,0.0,,,,,,,no repeats,Xanthomonas,338.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_003902
2151,NC_000950,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2152,NC_013215,0.0,0.0,0.0,,,,,,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
2153,NC_011987,0.0,0.0,0.0,,,,,,,no repeats,Agrobacterium,357.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium_vitis
2154,NC_021709,0.0,0.0,0.0,,,,,,,no repeats,Alteromonas,226.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas_macleodii
2155,NC_017360,0.0,0.0,0.0,,,,,,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
2156,NC_021519,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
2157,NC_012002,0.0,0.0,0.0,,,,,,,no repeats,Macrococcus,69965.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus_caseolyticus
2158,NC_015062,0.0,0.0,0.0,,,,,,,no repeats,Rahnella,34037.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_015061
2159,NC_001733,0.0,0.0,0.0,,,,,,,no repeats,Methanocaldococcus,196118.0,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus_fervens
2160,NC_001853,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2161,NC_016635,0.0,0.0,0.0,,,,,,,no repeats,Pediococcus,1253.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,NC_022780
2162,NC_022782,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2163,NC_014811,0.0,0.0,0.0,,,,,,,no repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
2164,NC_017479,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
2165,NC_017211,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2166,NC_013419,0.0,0.0,0.0,,,,,,,no repeats,Blattabacterium,,,,,,,
2167,NC_018520,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2168,NC_011081,0.0,0.0,0.0,,,,,,,no repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
2169,NC_021668,0.0,0.0,0.0,,,,,,,no repeats,Psychrobacter,497.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NC_021661
2170,NC_007435,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
2171,NC_020418,0.0,1.0,1.0,cas8f,,,0.0,missing cas1,missing signature protein,no repeats,Morganella,,,,,,,
2172,NC_009726,0.0,0.0,0.0,,,,,,,no repeats,Coxiella,776.0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella_burnetii
2173,NC_014728,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
2174,NC_013164,0.0,0.0,0.0,,,,,,,no repeats,Anaerococcus,,,,,,,
2175,NC_021848,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
2176,NC_021504,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
2177,NC_015459,0.0,0.0,0.0,,,,,,,no repeats,Pusillimonas,305976.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas_T7
2178,NC_000963,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
2179,NC_008043,0.0,0.0,0.0,,,,,,,no repeats,Ruegeria,,,,,,,
2180,NC_021732,0.0,0.0,0.0,,,,,,,no repeats,Acinetobacter,469.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter_ADP1
2181,NC_008504,0.0,0.0,0.0,,,,,,,no repeats,Lactococcus,1357.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus_garvieae
2182,NC_017078,0.0,0.0,0.0,,,,,,,no repeats,Selenomonas,970.0,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,NC_015437
2183,NC_014549,0.0,0.0,0.0,,,,,,,no repeats,Arthrobacter,1663.0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter_aurescens
2184,NC_007410,0.0,2.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Anabaena,1163.0,Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena_90
2185,NC_007337,0.0,0.0,0.0,,,,,,,no repeats,Ralstonia,48736.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,NC_014307
2186,NC_014022,0.0,0.0,0.0,,,,,,,no repeats,Yersinia,629.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_003143
2187,NC_015908,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2188,NC_018417,0.0,0.0,0.0,,,,,,,no repeats,Carsonella,,,,,,,
2189,NC_006969,0.0,0.0,0.0,,,,,,,no repeats,Rhodococcus,1827.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,NC_012490
2190,NC_017647,0.0,0.0,0.0,,,,,,,no repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
2191,NC_012857,0.0,0.0,0.0,,,,,,,no repeats,Ralstonia,48736.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,NC_014307
2192,NC_007960,0.0,0.0,0.0,,,,,,,no repeats,Nitrobacter,911.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NC_007406
2193,NC_015713,0.0,0.0,0.0,,,,,,,no repeats,Simkania,,,,,,,
2194,NT_187145,0.0,0.0,0.0,,,,,,,no repeats,,,,,,,,
2195,NC_018267,0.0,0.0,0.0,,,,,,,no repeats,Wolbachia,953.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NC_002978
2196,NC_017650,0.0,0.0,0.0,,,,,,,no repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
2197,NC_015137,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
2198,NC_013285,0.0,0.0,0.0,,,,,,,no repeats,Cronobacter,413496.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter_sakazakii
2199,NC_018509,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2200,NC_017437,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
2201,NC_009482,0.0,0.0,0.0,,,,,,,no repeats,Synechococcus,1129.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,NC_007513
2202,NC_021888,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
2203,NC_017064,0.0,0.0,0.0,,,,,,,no repeats,Helicobacter,209.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_cetorum
2204,NC_021492,0.0,0.0,0.0,,,,,,,no repeats,Enterobacter,547.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter_638
2205,NC_009959,0.0,0.0,0.0,,,,,,,no repeats,Dinoroseobacter,309512.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter_shibae
2206,NC_013748,0.0,0.0,0.0,,,,,,,no repeats,Haloterrigena,121871.0,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena_turkmenica
2207,NC_010740,0.0,0.0,0.0,,,,,,,no repeats,Brucella,234.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella_ceti
2208,NC_017293,0.0,0.0,0.0,,,,,,,no repeats,Tremblaya,,,,,,,
2209,NC_009378,0.0,0.0,0.0,,,,,,,no repeats,Yersinia,629.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_003143
2210,NC_007507,0.0,0.0,0.0,,,,,,,no repeats,Xanthomonas,338.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_003902
2211,NC_022602,0.0,0.0,0.0,,,,,,,no repeats,Carnobacterium,2747.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium_maltaromaticum
2212,NC_020450,0.0,0.0,0.0,,,,,,,no repeats,Lactococcus,1357.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus_garvieae
2213,NC_017730,0.0,0.0,0.0,,,,,,,no repeats,Corynebacterium,1716.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_aurimucosum
2214,NC_008226,0.0,0.0,0.0,,,,,,,no repeats,Clostridium,1485.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,_Clostridium
2215,NC_017639,0.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,no repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
2216,NC_018290,0.0,0.0,0.0,,,,,,,no repeats,Phaeobacter,,,,,,,
2217,NC_013717,0.0,0.0,0.0,,,,,,,no repeats,Citrobacter,544.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_koseri
2218,NC_012723,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
2219,NC_014155,0.0,0.0,0.0,,,,,,,no repeats,Thiomonas,32012.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,NC_014145
2220,NC_015408,0.0,0.0,0.0,,,,,,,no repeats,Chlamydophila,,,,,,,
2221,NC_017671,0.0,0.0,0.0,,,,,,,no repeats,Stenotrophomonas,40323.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_010943
2222,NC_022044,0.0,0.0,0.0,,,,,,,no repeats,Paracoccus,265.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NC_008686
2223,NT_187123,0.0,0.0,0.0,,,,,,,no repeats,,,,,,,,
2224,NC_021026,0.0,0.0,0.0,,,,,,,no repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2225,NC_010581,0.0,0.0,0.0,,,,,,,no repeats,Beijerinckia,,,,,,,
2226,NC_021005,0.0,0.0,0.0,,,,,,,no repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2227,NC_008042,0.0,0.0,0.0,,,,,,,no repeats,Ruegeria,,,,,,,
2228,NC_015744,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
2229,NC_007791,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
2230,NC_013118,0.0,0.0,0.0,,,,,,,no repeats,Brucella,234.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella_ceti
2231,NC_017324,0.0,0.0,0.0,,,,,,,no repeats,Sinorhizobium,28105.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_017322
2232,NC_003065,0.0,0.0,0.0,,,,,,,no repeats,Agrobacterium,357.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium_vitis
2233,NC_015166,0.0,0.0,0.0,,,,,,,no repeats,Bacteroides,816.0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides_CF50
2234,NC_018663,0.0,0.0,0.0,,,,,,,no repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
2235,NC_020289,0.0,0.0,0.0,,,,,,,no repeats,Synechocystis,1142.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Merismopediaceae,NC_005230
2236,NC_017422,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2237,NC_019552,0.0,0.0,0.0,,,,,,,no repeats,Mycoplasma,2093.0,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus_Mycoplasma
2238,NC_017542,0.0,0.0,0.0,,,,,,,no repeats,Paenibacillus,44249.0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,NC_013406
2239,NC_011257,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2240,NC_019733,0.0,0.0,0.0,,,,,,,no repeats,Crinalium,241421.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Gomontiellaceae,Crinalium_epipsammum
2241,NC_011061,0.0,0.0,0.0,,,,,,,no repeats,Prosthecochloris,1101.0,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,NC_011059
2242,NC_010063,0.0,0.0,0.0,,,,,,,no repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
2243,NC_014628,0.0,6.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Paenibacillus,44249.0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,NC_013406
2244,NC_021807,0.0,1.0,1.0,csm6,,,0.0,missing cas1,missing signature protein,no repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2245,NC_014005,0.0,0.0,0.0,,,,,,,no repeats,Sphingobium,165695.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium_SYK
2246,NC_020249,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2247,NC_023140,0.0,0.0,0.0,,,,,,,no repeats,Phaeobacter,,,,,,,
2248,NC_018660,0.0,0.0,0.0,,,,,,,no repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
2249,NC_019896,0.0,0.0,0.0,,,,,,,no repeats,Bacillus,1386.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_1NLA3E
2250,NC_012624,0.0,0.0,0.0,,,,,,,no repeats,Sulfolobus,2284.0,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,NC_002754
2251,NC_017789,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2252,NC_012177,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2253,NC_014504,0.0,1.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,no repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
2254,NC_010697,0.0,0.0,0.0,,,,,,,no repeats,Erwinia,551.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia_amylovora
2255,NC_010087,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
2256,NC_018674,0.0,0.0,0.0,,,,,,,no repeats,Leuconostoc,1243.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc_gelidum
2257,NC_016646,0.0,0.0,0.0,,,,,,,no repeats,Pseudovibrio,,,,,,,
2258,NC_016837,0.0,0.0,0.0,,,,,,,no repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
2259,NC_004924,0.0,0.0,0.0,,,,,,,no repeats,Aeromonas,642.0,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas_hydrophila
2260,NC_017148,0.0,0.0,0.0,,,,,,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
2261,NC_004349,0.0,0.0,0.0,,,,,,,no repeats,Shewanella,22.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,NC_004347
2262,NC_013358,0.0,0.0,0.0,,,,,,,no repeats,Zymomonas,541.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NC_006526
2263,NC_004319,0.0,0.0,0.0,,,,,,,no repeats,Corynebacterium,1716.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_aurimucosum
2264,NC_017786,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2265,NC_009453,0.0,0.0,0.0,,,,,,,no repeats,Arthrobacter,1663.0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter_aurescens
2266,NC_020544,0.0,0.0,0.0,,,,,,,no repeats,Sphingomonas,13687.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NC_009511
2267,NC_010479,0.0,0.0,0.0,,,,,,,no repeats,Synechococcus,1129.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,NC_007513
2268,NC_019759,0.0,0.0,0.0,,,,,,,no repeats,Gloeocapsa,102231.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Chroococcaceae,Gloeocapsa_PCC
2269,NC_011782,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2270,NC_021500,0.0,0.0,0.0,,,,,,,no repeats,Enterobacter,547.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter_638
2271,NC_005229,0.0,0.0,0.0,,,,,,,no repeats,Synechocystis,1142.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Merismopediaceae,NC_005230
2272,NC_022534,0.0,0.0,0.0,,,,,,,no repeats,Plautia,,,,,,,
2273,NC_020973,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
2274,NC_018180,0.0,0.0,0.0,,,,,,,no repeats,Sinorhizobium,28105.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NC_017322
2275,NC_008537,0.0,0.0,0.0,,,,,,,no repeats,Arthrobacter,1663.0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter_aurescens
2276,NC_008763,0.0,0.0,0.0,,,,,,,no repeats,Polaromonas,52972.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NC_007948
2277,NC_007332,0.0,0.0,0.0,,,,,,,no repeats,Mycoplasma,2093.0,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus_Mycoplasma
2278,NC_020967,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
2279,NC_022347,0.0,0.0,0.0,,,,,,,no repeats,Campylobacter,194.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_03
2280,NC_011753,0.0,0.0,0.0,,,,,,,no repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
2281,NC_012631,0.0,0.0,0.0,,,,,,,no repeats,Chlamydia,810.0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia_trachomatis
2282,NC_019964,0.0,0.0,0.0,,,,,,,no repeats,Halovivax,,,,,,,
2283,NC_009080,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
2284,NC_009227,0.0,0.0,0.0,,,,,,,no repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
2285,NC_017725,0.0,0.0,0.0,,,,,,,no repeats,Borrelia,138.0,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia_crocidurae
2286,NC_019815,0.0,0.0,0.0,,,,,,,no repeats,Kinetoplastibacterium,,,,,,,
2287,NC_009471,0.0,0.0,0.0,,,,,,,no repeats,Acidiphilium,522.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium_cryptum
2288,NC_014922,0.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,no repeats,Haemophilus,724.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus_influenzae
2289,NC_012989,0.0,0.0,0.0,,,,,,,no repeats,Methylobacterium,407.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium_4
2290,NC_017051,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
2291,NC_020076,0.0,0.0,0.0,,,,,,,no repeats,Mycoplasma,2093.0,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus_Mycoplasma
2292,NC_017118,0.0,0.0,0.0,,,,,,,no repeats,Acetobacter,434.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter_pasteurianus
2293,NC_020288,0.0,0.0,0.0,,,,,,,no repeats,Synechocystis,1142.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Merismopediaceae,NC_005230
2294,NC_017048,0.0,0.0,0.0,,,,,,,no repeats,Rickettsia,,,,,,,
2295,NC_020514,0.0,0.0,0.0,,,,,,,no repeats,Glaciecola,89404.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola_4H
2296,NC_021528,0.0,0.0,0.0,,,,,,,no repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
2297,NC_011526,0.0,0.0,0.0,,,,,,,no repeats,Coxiella,776.0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella_burnetii
2298,NC_009672,0.0,0.0,0.0,,,,,,,no repeats,Ochrobactrum,528.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,NC_009667
